regiao,uf,cidade,sexo,faixa_etaria,ano_abertura,mes_abertura,data_abertura,data_resposta,tempo_resposta,nome_fantasia,segmento_de_mercado,area,assunto,grupo_problema,problema,como_comprou_contratou,procurou_empresa,respondida,situacao,avaliacao_reclamacao,nota_do_consumidor,resolvida,contexto_ia,resumo_ia,categoria_ia,sentimento_ia,urgencia_ia
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2025,2,2025-02-22,2025-03-04,10.0,Claro Celular,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Produtos de Telefonia e Informática | Assunto: Aparelho celular | Problema: Cobrança em duplicidade / Cobrança referente a pagamento já efetuado | Grupo: Cobrança / Contestação,O cliente reclama sobre cobrança em duplicidade de um aparelho celular.,Cobrança,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,12,2024-12-20,,,CEEE Distribuição,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,"Interrupção/instabilidade do fornecimento (falta de energia frequente, flutuação/oscilação do nível de tensão)",Não comprei / contratei,S,N,Cancelada,,,0,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: Interrupção/instabilidade do fornecimento (falta de energia frequente, flutuação/oscilação do nível de tensão) | Grupo: Vício de Qualidade",Freqüência e instabilidade no fornecimento de energia elétrica.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2024,2,2024-02-21,2024-03-01,9.0,Pagseguro,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Contrato / Oferta,Dificuldade para rescindir o contrato / cancelar o serviço,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Serviço de pagamento online/ via celular/ maquininha | Problema: Dificuldade para rescindir o contrato / cancelar o serviço | Grupo: Contrato / Oferta,Dificuldade em cancelar contrato de pagamento online.,Cancelamento,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,10,2023-10-06,2023-10-16,10.0,123 Milhas,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de pagamento de pacote de viagem.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,3,2024-03-05,2024-03-15,10.0,Claro Residencial,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Pacote de Serviços ( Combo ) | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,O cliente reclama sobre cobrança por serviços não contratados ou não reconhecidos.,Cobrança,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2024,1,2024-01-08,2024-01-18,10.0,Unimed Porto Alegre,Operadoras de Planos de Saúde e Administradoras de Benefícios,Saúde,"Plano de Saúde (convênio, autogestão, seguro saúde )",Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Saúde | Assunto: Plano de Saúde (convênio, autogestão, seguro saúde ) | Problema: Cobrança em duplicidade / Cobrança referente a pagamento já efetuado | Grupo: Cobrança / Contestação",A cliente está sendo cobrada por uma quantia que já pagou anteriormente.,Cobrança,Muito Negativo,Media
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,7,2024-07-01,2024-07-09,8.0,Cartões Renner (Realize CFI),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Loja física,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cobrança em duplicidade / Cobrança referente a pagamento já efetuado | Grupo: Cobrança / Contestação,O cliente está sendo cobrado por uma transação que já foi paga.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,5,2023-05-09,2023-05-16,7.0,Oi Fixo,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Contrato / Oferta,Ligações indesejadas de telemarketing (0303),Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Pacote de Serviços ( Combo ) | Problema: Ligações indesejadas de telemarketing (0303) | Grupo: Contrato / Oferta,Ligações indesejadas de telemarketing.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,12,2023-12-16,2023-12-22,3.0,Facebook / Instagram,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Suspensão ou desligamento indevido do serviço | Grupo: Vício de Qualidade",O cliente está sendo suspenso ou desligado do serviço sem motivo claro.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,12,2023-12-19,2023-12-29,10.0,Carrefour.com,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Lavadora de roupa, louça e secadora",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Produtos Eletrodomésticos e Eletrônicos | Assunto: Lavadora de roupa, louça e secadora | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação","Atrás do reembolso de valor pago pela lavadora de roupa, louça e secadora.",Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,8,2023-08-06,2023-08-15,9.0,Amazon.com.br,Comércio Eletrônico,Demais Produtos,Móveis e Colchões,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Demais Produtos | Assunto: Móveis e Colchões | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,A empresa não cumpriu a oferta de móveis e colchões.,Contrato,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,6,2025-06-05,,,TAP Air Portugal,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Cancelamento de voo,Internet,S,N,Cancelada,,,0,Área: Transportes | Assunto: Aéreo | Problema: Cancelamento de voo | Grupo: Vício de Qualidade,Cancelamento de voo sem aviso prévio.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,10,2023-10-17,2023-10-26,9.0,Banco Next,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Domicílio,S,S,Finalizada avaliada,Resolvida,4.0,1,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Renegociação / parcelamento de dívida | Grupo: Cobrança / Contestação,Dívida não paga com opção de renegociação.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,3,2024-03-14,2024-03-22,8.0,CEEE Distribuição,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviços não realizados / atrasados ou por consumo elevado,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: Cobrança por serviços não realizados / atrasados ou por consumo elevado | Grupo: Cobrança / Contestação",Problema de cobrança irregular por serviços de energia elétrica.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2024,3,2024-03-02,2024-03-05,3.0,Serasa Experian ,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,Consulta / Monitoramento de CPF,Dados Pessoais e Privacidade,Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Consulta / Monitoramento de CPF | Problema: Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação | Grupo: Dados Pessoais e Privacidade,"Dados pessoais do CPF estão desatualizados, causando problemas.",Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,10,2024-10-30,,,Vivo - Telefônica,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,N,Cancelada,,,0,Área: Telecomunicações | Assunto: Internet Fixa | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,12,2023-12-07,,,Hurb - Hotel Urbano,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,N,Cancelada,,,0,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de pagamento de pacote de viagem.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2025,7,2025-07-16,2025-07-17,1.0,Google,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Contrato / Oferta,"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Internet,S,S,Finalizada avaliada,Não Resolvida,3.0,1,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc) | Grupo: Contrato / Oferta",Dificuldade para contratar serviços na internet.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2024,8,2024-08-07,2024-08-16,9.0,Banco Santander Cartões (DESATIVADA ? Atual Banco Santander),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Informação,Informações incompletas / inadequadas sobre o serviço,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Informações incompletas / inadequadas sobre o serviço | Grupo: Informação,O cliente reclama que as informações sobre o cartão de crédito são incompletas e inadequadas.,Atendimento,Negativo,Media
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,9,2023-09-11,2023-09-18,7.0,Mercado Livre,Empresas de Intermediação de Serviços / Negócios,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Produtos | Assunto: Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc) | Problema: Não entrega / demora na entrega do produto | Grupo: Entrega do Produto",Demora na entrega do vestuário.,Entrega,Negativo,Alta
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2024,5,2024-05-02,,,Banco Bmg,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Loja física,S,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,Dificuldade em cancelar o serviço do cartão.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,4,2024-04-10,,,Banco Itaú Unibanco,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,S,N,Cancelada,,,0,"Área: Serviços Financeiros | Assunto: Conta corrente / Salário / Poupança /Conta Aposentadoria | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",Há cobrança de tarifas e taxas não previstas na conta corrente.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,4,2023-04-26,2023-05-02,6.0,CEEE Distribuição,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Informação,Dificuldade para atualização cadastral ou para acesso aos dados cadastrados/ Alteração de Vencimento,Internet,N,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: Dificuldade para atualização cadastral ou para acesso aos dados cadastrados/ Alteração de Vencimento | Grupo: Informação",Dificuldade para atualização cadastral e acesso a dados cadastrados.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,4,2024-04-05,2024-04-19,8.0,C6 Bank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,N,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Serviços Financeiros | Assunto: Serviço de pagamento online/ via celular/ maquininha | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",Cobrança de tarifas e taxas não previstas.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,1,2025-01-27,2025-01-28,1.0,Latam Airlines (Tam),Transporte Aéreo,Transportes,Aéreo,Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Transportes | Assunto: Aéreo | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato ou documentação relacionada ao serviço de transporte aéreo.,Contrato,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,2,2024-02-14,2024-02-23,9.0,Facebook / Instagram,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Dados Pessoais e Privacidade,Dificuldade de acesso a dados pessoais ou financeiros,Internet,N,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Dificuldade de acesso a dados pessoais ou financeiros | Grupo: Dados Pessoais e Privacidade",Dificuldade de acesso a dados pessoais ou financeiros.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2023,12,2023-12-14,2023-12-18,4.0,Caixa Vida e Previdência,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguro Prestamista,Contrato / Oferta,"Venda casada (imposição de seguro, empréstimo, título de capitalização etc)",Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Seguro Prestamista | Problema: Venda casada (imposição de seguro, empréstimo, título de capitalização etc) | Grupo: Contrato / Oferta",Problema com venda de casado de seguro financeiro.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,11,2024-11-17,2024-11-21,4.0,Banco do Brasil,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,O cliente alega que a oferta não foi cumprida e que recebeu um produto diferente do que prometido.,Venda Enganosa,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,5,2023-05-15,2023-05-24,9.0,Claro Residencial,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Vício de Qualidade,Dificuldade para alterar/ ativar serviços,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Telecomunicações | Assunto: TV por Assinatura | Problema: Dificuldade para alterar/ ativar serviços | Grupo: Vício de Qualidade,Dificuldade em alterar ou ativar serviços da TV por assinatura.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,6,2023-06-23,2023-07-03,10.0,Bradesco Cartões,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,2,2024-02-05,2024-02-14,9.0,Amazon.com.br,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Acessório para eletroeletrônicos (pilhas, baterias etc)",Vício de Qualidade,Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Produtos Eletrodomésticos e Eletrônicos | Assunto: Acessório para eletroeletrônicos (pilhas, baterias etc) | Problema: Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica | Grupo: Vício de Qualidade",Produto danificado ou não funcionando sem assistência técnica adequada.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2025,1,2025-01-11,2025-01-21,10.0,SKY,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Telecomunicações | Assunto: TV por Assinatura | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de devolver valores pagos da TV por assinatura.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,10,2023-10-23,2023-11-01,9.0,Claro Residencial,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança após cancelamento do serviço,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Telecomunicações | Assunto: Pacote de Serviços ( Combo ) | Problema: Cobrança após cancelamento do serviço | Grupo: Cobrança / Contestação,A empresa cobrou dinheiro após o cancelamento do pacote de serviços.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,6,2023-06-21,2023-06-23,2.0,Mercado Livre,Empresas de Intermediação de Serviços / Negócios,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,S,Finalizada avaliada,Resolvida,2.0,1,"Área: Demais Produtos | Assunto: Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc) | Problema: Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia | Grupo: Vício de Qualidade",Produto danificado e não funcionando.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,9,2023-09-11,2023-09-13,2.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Atendimento Bancário | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,8,2023-08-02,2023-08-10,8.0,Oi Fixo,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Telecomunicações | Assunto: Internet Fixa | Problema: Cobrança submetendo a ofensa, constrangimento ou ameaça | Grupo: Cobrança / Contestação",Cliente está sendo cobrado injustamente.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2023,8,2023-08-15,,,C6 Bank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas)",Internet,S,N,Cancelada,,,0,"Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas) | Grupo: Cobrança / Contestação",Dúvida sobre cálculo de juros e saldo devedor.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,4,2023-04-22,,,Facebook / Instagram,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Dados Pessoais e Privacidade,"Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito)",Internet,S,N,Cancelada,,,0,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito) | Grupo: Dados Pessoais e Privacidade",Vazamento de dados ocorreu em serviços da internet.,Produto,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,4,2024-04-05,2024-04-15,10.0,C6 Bank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Atendimento Bancário | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,Cobrança indevida e abusiva por alterar ou cancelar contrato.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,8,2023-08-05,2023-08-15,10.0,CEEE Distribuição,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Água, Energia, Gás | Assunto: Energia Elétrica | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC",Demanda de energia elétrica não resolvida após prazo.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,2,2023-02-17,2023-02-27,10.0,Hurb - Hotel Urbano,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,Oferta de pacote não foi cumprida.,Venda Enganosa,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,11,2023-11-06,2023-11-14,8.0,Correios,Empresas de Serviços Postais e Logística,Demais Serviços ,Serviços Postais,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Demais Serviços  | Assunto: Serviços Postais | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,Cliente reclama cobrança indevida e abusiva por alterar ou cancelar um contrato de serviços postais.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,10,2023-10-19,2023-10-23,4.0,Latam Airlines (Tam),Transporte Aéreo,Demais Serviços ,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Programas de Fidelidade / Benefícios (pontos, milhagem etc) | Problema: Não entrega / demora na entrega do produto | Grupo: Entrega do Produto",Demora na entrega do produto relacionada a programas de fidelidade.,Entrega,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,8,2023-08-14,2023-08-21,7.0,Banco Itaú Unibanco,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Atendimento / SAC,SAC - Dificuldadede de contato / acesso,Loja física,N,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Atendimento Bancário | Problema: SAC - Dificuldadede de contato / acesso | Grupo: Atendimento / SAC,Dificuldade em entrar em contato com o SAC do banco.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,1,2024-01-25,2024-02-02,8.0,Stellantis Financiamentos (Antigo Banco PSA),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Financiamentos de Veículos / Leasing | Problema: Cobrança submetendo a ofensa, constrangimento ou ameaça | Grupo: Cobrança / Contestação",Cliente está sendo cobrado por uma dívida de financiamento de veículo com ameaça de ofensa.,Cobrança,Muito Negativo,Alta
